TIMESTAMP_START,TIMESTAMP_END,TA_F_MDS,TA_F_MDS_QC,TA_ERA,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA,PA_ERA,PA_F,PA_F_QC,P,P_ERA,P_F,P_F_QC,WS,WS_ERA,WS_F,WS_F_QC,WD,USTAR,RH,NETRAD,PPFD_IN,PPFD_OUT,SW_OUT,LW_OUT,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_RANDUNC_METHOD,LE_RANDUNC_N,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_RANDUNC_METHOD,H_RANDUNC_N,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_RANDUNC_METHOD,NEE_VUT_REF_RANDUNC_METHOD,NEE_CUT_REF_RANDUNC_N,NEE_VUT_REF_RANDUNC_N,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_RANDUNC_METHOD,NEE_VUT_USTAR50_RANDUNC_METHOD,NEE_CUT_USTAR50_RANDUNC_N,NEE_VUT_USTAR50_RANDUNC_N,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
201008051130,201008051200,12.362,0,12.66,12.362,0,1212.43,639.372,0,640.667,639.372,0,339.648,0,304.241,339.648,0,341.606,0,313.922,341.606,0,4.75,0,7.02,4.75,0,-9999,69.745,69.745,2,0,0,0,0,3.17,2.349,3.17,0,148.142,0.715,67.099,542.178,1363.25,53.433,47.068,389.775,387.703,0,12.54,0,32.636,0,55.146,0,206.807,0,253.334,213.565,306.139,36.3568,2,80,77.6599,324.837,0,397.918,335.452,480.86,52.9548,2,103,120.095,484,1,0,-5.3676,-4.4738,1,1,1.41202,1.08873,2,2,86,54,2.81837,2.67109,-5.3676,-4.4738,1,1,1.39605,1.26957,2,2,85,62,2.8104,2.74976,-6.35493,-5.96748,0.65,0.575,0.349801,0.305269,-9.35207,-9.35207,-9.35207,-5.3676,-5.36549,-4.4738,-3.54275,-9.35207,-9.35207,-5.66373,-5.3676,-5.36549,-4.4738,-3.91023,0,0,0,1,2,1,2,0,0,2,1,2,1,2,5.50108,5.35983,5.46763,0.0731881,4.97905,5.05205,5.12085,5.26022,5.60635,6.09704,6.39251,5.24083,5.2665,5.36066,0.0715578,4.80327,5.02902,5.0579,5.20348,5.50687,5.91608,6.30419,10.4958,9.83363,11.4351,0.290861,8.75323,9.73074,9.98067,10.9452,11.8158,14.4191,14.5339,10.4365,10.6341,11.6854,0.325849,8.62662,9.73074,9.98067,10.9952,14.3257,14.416,14.5309,4.34602,4.25568,4.52819,0.119274,2.89859,4.17708,4.26786,4.34522,4.95493,5.45812,5.64178,4.383,4.7371,4.49531,0.108315,3.21916,3.84702,4.18782,4.34522,4.92134,5.46968,5.60728,10.1825,9.43365,9.95014,0.187165,7.4736,8.72249,9.42896,9.82235,10.2614,11.3706,11.7915,9.76544,10.1086,9.81599,0.220906,7.93282,9.19163,9.51818,9.79553,10.1861,10.9537,11.6036,-9999,-9999
201008051200,201008051230,12.073,0,12.651,12.073,0,1218.16,462.215,0,643.866,462.215,0,351.028,0,304.241,351.028,0,349.798,0,313.922,349.798,0,4.24,0,6.944,4.24,0,-9999,69.733,69.733,2,0,0.64,0,0,1.545,2.463,1.545,0,72.723,0.489,70.082,394.349,1002.19,40.895,33.804,385.09,387.978,0,13.035,0,32.58,0,51.87,0,119.22,0,146.042,123.116,176.483,33.2314,2,103,51.6657,249.859,0,306.072,258.024,369.869,47.0554,2,69,95.3322,484,1,0,-4.73202,-4.73202,1,1,1.39293,1.08873,2,2,78,57,1.43039,1.10229,-4.73202,-4.73202,1,1,1.38789,1.27142,2,2,77,65,1.42549,1.28306,-4.2891,-4.49171,0.9,0.925,0.204562,0.164779,-4.99977,-4.82807,-4.73202,-4.73202,-4.65499,-4.17759,-1.18533,-4.99977,-4.99977,-4.73202,-4.73202,-4.73202,-4.65499,-3.6465,1,1,1,1,1,0,3,1,1,1,1,1,1,2,5.47329,5.33252,5.43217,0.0723366,4.93681,5.02195,5.07808,5.23104,5.58063,6.07348,6.33901,5.19782,5.22349,5.32451,0.0712849,4.75519,4.99892,5.01932,5.1581,5.47799,5.86286,6.25251,9.83666,10.0645,9.92388,0.192381,7.02074,9.55209,9.74133,9.87865,10.3126,10.9999,11.2808,9.77784,9.95551,9.67623,0.204453,5.81161,9.10264,9.65391,9.81485,10.0662,10.5949,11.2486,4.22961,4.17052,4.44324,0.119315,2.83836,4.08953,4.17689,4.24348,4.89171,5.37903,5.53612,4.26907,4.65304,4.40438,0.108561,3.14153,3.74974,4.10001,4.23216,4.83425,5.38662,5.52986,9.09371,8.18773,8.59518,0.150415,6.59624,7.5308,8.1396,8.71332,9.12442,9.56427,9.64552,8.51481,8.9334,8.52137,0.182504,6.72486,7.80052,8.16116,8.66279,9.09801,9.40324,9.59697,-9999,-9999
201008051230,201008051300,12.559,0,12.642,12.559,0,1207.52,357.75,0,638.382,357.75,0,347.302,0,304.241,347.302,0,353.506,0,313.922,353.506,0,4.42,0,6.867,4.42,0,-9999,69.721,69.721,2,0,0.64,0,0,1.459,2.577,1.459,0,73.251,0.465,69.801,295.489,789.762,33.147,26.286,383.279,387.664,0,13.38,0,32.645,0,43.306,0,104.105,0,127.584,107.507,154.108,31.6935,2,95,46.8809,224.331,0,274.924,231.662,332.08,45.2362,2,55,87.1061,484,1,0,-2.49641,-2.49641,1,1,1.4531,1.26957,2,2,33,20,1.55589,1.36579,-2.49641,-2.49641,1,1,1.4887,1.4024,2,2,30,23,1.58919,1.49007,-2.55134,-2.60713,0.825,0.825,0.156263,0.125706,-3.46039,-3.46039,-3.3575,-2.49641,-2.46631,-2.34811,-1.68318,-3.46039,-3.46039,-3.3575,-2.49641,-2.49641,-2.45329,-1.68318,1,1,2,1,1,1,0,1,1,2,1,1,1,0,5.50314,5.36258,5.48056,0.0742063,4.99464,5.05318,5.12977,5.26377,5.60683,6.10686,6.4245,5.25697,5.28318,5.37378,0.0721405,4.82314,5.02982,5.05995,5.22149,5.50973,5.9394,6.33645,7.62618,7.85899,8.08769,0.15311,5.85381,7.5274,7.64596,8.00614,8.66914,8.80367,9.55993,7.5673,7.77959,7.94108,0.169491,6.3197,6.83059,7.52623,7.86123,8.54887,8.68187,9.30851,4.44188,4.32447,4.59693,0.119654,2.92442,4.25662,4.31281,4.44093,4.99698,5.51821,5.71727,4.48577,4.81602,4.57019,0.107915,3.31177,3.95223,4.25737,4.44093,4.98204,5.54353,5.6961,8.17096,7.18934,7.53211,0.130965,5.62368,6.58397,7.10562,7.76833,8.16858,8.20875,8.29314,7.50097,7.96113,7.49379,0.159737,5.79525,6.63418,7.17676,7.745,8.17096,8.19744,8.23445,-9999,-9999
201008051300,201008051330,12.181,0,12.633,12.181,0,1180.68,352.75,0,624.306,352.75,0,346.776,0,304.241,346.776,0,350.819,0,313.922,350.819,0,4.24,0,6.791,4.24,0,-9999,69.709,69.709,2,0,0.64,0,0,1.874,2.691,1.874,0,60.189,0.626,70.248,296.267,770.894,31.375,24.677,378.582,387.874,0,13.621,0,32.625,0,37.361,0,89.2158,1,109.336,92.1313,132.067,28.4325,2,82,41.0465,104.362,1,127.898,107.772,154.488,34.4184,2,21,48.8248,484,1,0,-2.49641,-2.49641,1,1,1.4531,1.26957,2,2,33,20,1.59853,1.43373,-2.49641,-2.49641,1,1,1.4887,1.4024,2,2,30,23,1.63096,1.55259,-2.63561,-2.5666,0.825,0.825,0.159532,0.106672,-3.94057,-3.53135,-3.53135,-2.49641,-2.49641,-2.199,-2.199,-3.53135,-3.53135,-2.659,-2.49641,-2.49641,-2.199,-2.199,1,1,1,1,1,2,2,1,1,1,1,1,2,2,5.46885,5.32881,5.43558,0.0730138,4.94103,5.0259,5.08109,5.23092,5.57526,6.07685,6.35513,5.20235,5.22851,5.32794,0.0717084,4.76185,5.00172,5.02446,5.16374,5.47402,5.87141,6.26928,7.59714,7.82522,8.00218,0.113309,6.61091,7.54232,7.71954,7.96526,8.55897,8.67182,8.76459,7.53883,7.72492,7.99877,0.13287,6.78514,7.49968,7.69681,8.04895,8.55581,8.6199,8.87882,4.28652,4.21133,4.48399,0.119599,2.84728,4.13914,4.22451,4.29504,4.91431,5.41381,5.58288,4.33246,4.70309,4.44901,0.108212,3.2042,3.81888,4.14335,4.28793,4.86731,5.4321,5.56937,8.11987,7.1419,7.47726,0.130146,5.56732,6.54258,7.05786,7.72469,8.11513,8.14758,8.22715,7.44691,7.91848,7.44065,0.158699,5.74108,6.57794,7.12924,7.69729,8.11861,8.14905,8.18601,-9999,-9999
201008051330,201008051400,10.155,0,12.624,10.155,0,1138.11,48.485,0,601.878,48.485,0,338.879,0,304.241,338.879,0,339.827,0,313.922,339.827,0,2.75,0,6.714,2.75,0,-9999,69.697,69.697,2,5.588,0,5.588,0,1.306,2.805,1.306,0,94.815,0.3,77.962,33.134,133.041,5.817,0.795,353.435,389.357,0,14.42,0,32.64,0,-14.3078,1,28.232,1,34.5991,29.1546,41.7922,22.7586,2,139,24.6113,-44.8521,1,-54.9429,-66.1946,-45.8772,38.9341,2,87,41.7456,484,1,0,3.12609,3.07005,1,1,1.07617,0.94491,2,2,92,51,1.41237,1.3151,3.35343,3.03414,1,1,1.07025,0.959979,2,2,84,59,1.40787,1.32597,3.48941,3.53545,0.825,0.825,0.128617,0.131493,2.8625,3.03414,3.03461,3.19127,3.29904,4.8635,5.237,2.89721,3.03414,3.07005,3.21766,3.34133,4.8635,5.464,1,1,1,1,1,2,1,1,1,1,1,1,2,2,5.30887,5.16995,5.20991,0.0674073,4.67292,4.8659,4.87429,5.07605,5.37584,5.91141,6.0265,4.92847,4.95336,5.09818,0.0701394,4.4537,4.72343,4.79294,4.92847,5.30622,5.52605,5.98804,1.66625,2.13581,1.67446,0.0911967,0.447408,0.809177,1.53721,1.70796,2.0439,2.18386,2.41166,1.78266,1.59994,1.63559,0.0747355,0.524036,1.19201,1.51185,1.65549,2.01855,2.07935,2.26418,3.49544,3.61807,3.89215,0.119743,2.47465,3.40616,3.51464,3.68677,4.68553,4.84873,5.03529,3.53739,4.08997,3.81673,0.110852,2.61324,3.1032,3.49544,3.57826,4.27122,4.75879,4.9677,2.11515,1.61376,1.73326,0.0475151,1.12823,1.35023,1.54227,1.74286,1.9245,2.06337,2.20649,1.71823,1.94506,1.74206,0.0501165,1.13988,1.432,1.56999,1.74349,1.93559,2.11515,2.23073,-9999,-9999
201008051400,201008051430,8.889,0,12.615,8.889,0,1080.53,173.115,0,487.424,173.115,0,347.024,0,305.935,347.024,0,334.965,0,315.902,334.965,0,1.54,0,6.638,1.54,0,-9999,69.685,69.685,2,0,0,0,0,1.139,2.919,1.139,0,43.047,0.243,86.546,154.93,395.607,13.308,10.72,354.49,388.427,0,12.74,0,33.42,0,-8.99529,1,45.9889,1,56.3607,47.0399,68.078,22.663,2,72,27.5104,-13.3131,1,-16.3082,-19.648,-13.5997,35.7738,2,140,36.0536,484,1,0,0.820483,0.820483,1,1,1.20033,1.43637,2,2,36,15,1.55644,1.60523,0.820483,0.820483,1,1,1.16312,1.18229,2,2,29,21,1.52793,1.38253,0.976354,0.992329,0.8,0.8,0.158146,0.127173,0.117593,0.216873,0.383186,0.820483,0.820483,2.1985,2.60467,0.216873,0.383186,0.383186,0.820483,0.820483,1.8165,2.60467,1,1,1,1,1,3,2,1,1,1,1,1,2,2,5.20347,5.06546,5.06503,0.0653488,4.50189,4.68381,4.77117,4.97614,5.23775,5.68537,5.82098,4.75355,4.7777,4.95083,0.0703617,4.25922,4.54481,4.60518,4.80896,5.19591,5.33416,5.81112,4.05535,4.24498,4.0727,0.104386,2.50418,3.32555,3.96954,4.25293,4.38299,4.45241,4.75525,4.00006,3.95722,3.98949,0.124052,1.57674,3.23205,3.96954,4.24632,4.34222,4.42577,4.51368,3.05806,3.27438,3.54939,0.120201,2.24551,3.02949,3.1571,3.2851,4.41727,4.49512,4.71136,3.09775,3.73275,3.4544,0.112331,2.26822,2.71041,3.05976,3.19875,4.02567,4.34905,4.65678,5.51637,4.56702,4.795,0.0971743,3.48571,4.03954,4.44313,4.9511,5.14804,5.45845,5.62255,4.79552,5.26443,4.80449,0.112979,3.50922,4.15509,4.52346,4.92942,5.15651,5.51637,5.66417,-9999,-9999
201008051430,201008051500,9.484,0,12.472,9.484,0,1008.93,227.659,0,455.144,227.659,0,337.624,0,305.935,337.624,0,337.636,0,315.902,337.636,0,2.02,0,6.484,2.02,0,-9999,69.683,69.683,2,0,0,0,0,1.281,2.718,1.281,0,42.353,0.302,83.077,187.94,515.572,17.101,15.123,362.22,386.568,0,10.88,0,33.79,0,1.91265,1,57.7738,1,70.7716,59.0177,85.5232,24.1997,2,64,31.1718,45.1786,1,55.3428,46.1514,66.8785,29.9921,2,15,33.6987,484,1,0,-2.36037,-1.96247,1,1,1.46025,1.34121,2,2,30,15,1.85987,2.52964,-2.21729,-2.21729,1,1,1.50828,1.44185,2,2,27,20,1.8978,2.58441,-1.40189,-1.20529,0.825,0.825,0.334924,0.329698,-2.90545,-2.90545,-2.40163,-2.21729,-1.3328,-0.601753,3.347,-2.90545,-2.40163,-2.40163,-2.21729,-1.3328,1.888,3.347,1,1,1,1,1,3,2,1,1,1,1,1,3,2,5.24447,5.10658,5.12756,0.0663818,4.57577,4.7629,4.8211,5.01578,5.28113,5.79032,5.92125,4.82929,4.85407,5.0144,0.0703257,4.34422,4.62242,4.68692,4.84966,5.23928,5.40366,5.86308,7.12784,7.32387,6.33286,0.296999,1.80478,2.62447,7.03838,7.17156,7.23729,7.24935,7.3598,7.21545,7.07136,6.47431,0.283007,1.79191,3.70611,7.04658,7.20175,7.27463,7.39433,7.54022,3.268,3.43966,3.71386,0.119961,2.34918,3.21663,3.33346,3.48497,4.6014,4.63521,4.86925,3.31207,3.91026,3.62848,0.111361,2.43723,2.90835,3.268,3.38626,4.08042,4.54498,4.80267,6.49298,5.5102,5.76374,0.108273,4.20074,4.9387,5.3923,5.89586,6.17604,6.44649,6.57566,5.75952,6.26686,5.76244,0.128971,4.28848,4.99387,5.4587,5.89741,6.16191,6.49298,6.60963,-9999,-9999
201008051500,201008051530,9.821,0,12.33,9.821,0,924.526,88.049,0,417.062,88.049,0,344.806,0,305.935,344.806,0,341.798,0,315.902,341.798,0,1.75,0,6.331,1.75,0,-9999,69.681,69.681,2,0,0.401,0,0,0.752,2.516,0.752,0,136.93,0.17,85.654,64.946,215.332,7.512,5.529,362.38,386.377,0,10.915,0,34.01,0,-14.655,0,31.8459,1,38.9814,32.4207,47.1419,22.3736,2,121,24.893,-24.6761,1,-30.2052,-36.5284,-25.1215,38.8735,2,107,39.7825,483,1,0,1.61723,2.14712,1,1,1.12516,1.0035,2,2,50,25,1.25983,1.15248,1.93289,2.23152,1,1,1.1058,1.00694,2,2,45,37,1.24258,1.15548,1.97279,1.96198,0.825,0.825,0.110861,0.088121,1.1425,1.5485,1.61723,1.61723,2.193,2.682,3.158,1.1425,1.5485,1.61723,1.61723,2.193,2.682,2.81833,1,1,1,1,1,2,2,1,1,1,1,1,2,2,5.26476,5.1271,5.16103,0.0671485,4.61541,4.80551,4.83749,5.03569,5.30514,5.84917,5.98094,4.86997,4.89518,5.04841,0.0704517,4.39034,4.66424,4.73105,4.87225,5.26092,5.4562,5.92281,2.99479,2.89558,3.19905,0.101217,1.86004,2.80417,2.96123,3.18828,3.24635,3.32201,4.70667,3.25502,2.96229,3.0659,0.0963427,1.83533,2.80417,2.93708,3.06276,3.22214,3.25502,3.9077,3.39356,3.53694,3.81063,0.119864,2.40203,3.30488,3.43837,3.60305,4.65181,4.74013,4.96148,3.44129,4.01602,3.73139,0.110712,2.53559,3.02993,3.39541,3.49613,4.17453,4.66402,4.88621,3.4261,2.71452,2.87496,0.0693486,1.9513,2.36208,2.53954,2.91321,3.15543,3.36338,3.53844,2.8591,3.22189,2.88776,0.0762141,1.99715,2.38641,2.66005,2.91891,3.16793,3.4261,3.57239,-9999,-9999
201008051530,201008051600,9.492,0,12.188,9.492,0,828.774,86.457,0,373.827,86.457,0,344.198,0,305.935,344.198,0,337.164,0,315.902,337.164,0,2.13,0,6.177,2.13,0,-9999,69.679,69.679,2,0,0.401,0,0,1.476,2.314,1.476,0,113.864,0.14,82.181,66.109,205.812,7.923,5.837,358.71,388.661,0,11.075,0,34.19,0,-2.011,0,30.104,1,36.8493,30.6474,44.5634,22.3736,2,127,24.6372,-32.1945,1,-39.4082,-47.658,-32.7756,39.1404,2,100,40.6655,483,1,0,1.52064,1.67989,1,1,1.14155,1.08209,2,2,47,20,1.37688,1.31776,1.81214,1.81214,1,1,1.1058,1.07231,2,2,45,29,1.34739,1.30974,1.84301,1.82528,0.825,0.825,0.126524,0.106336,1.1425,1.36388,1.52064,1.52064,1.81214,2.90356,3.411,1.1425,1.39948,1.52064,1.52064,1.81214,2.90356,3.08371,1,1,1,1,1,2,2,1,1,1,1,1,2,2,5.23307,5.09591,5.12059,0.0666799,4.56777,4.755,4.8113,5.00603,5.26847,5.78975,5.91965,4.82131,4.84647,5.00728,0.070568,4.3367,4.61471,4.67908,4.84216,5.22798,5.39619,5.86151,3.08859,3.28377,3.29531,0.111104,1.58142,3.03003,3.07495,3.24126,3.54809,3.84769,4.64725,3.32519,3.03433,3.17112,0.10936,1.55871,2.98295,3.04713,3.19137,3.31339,3.54809,4.03227,3.28368,3.45028,3.72395,0.119936,2.34109,3.21282,3.35047,3.49677,4.61391,4.64572,4.8801,3.33219,3.92865,3.63994,0.110923,2.43457,2.93527,3.28543,3.40187,4.08113,4.55927,4.80525,3.37433,2.67698,2.83282,0.0684086,1.91927,2.32185,2.49737,2.87982,3.10922,3.31268,3.48508,2.81426,3.18097,2.84511,0.0751037,1.96334,2.35061,2.62137,2.87738,3.1215,3.37433,3.51873,-9999,-9999
201008051600,201008051630,9.483,0,12.046,9.483,0,723.306,141.857,0,326.18,141.857,0,327.458,0,305.935,327.458,0,339.174,0,315.902,339.174,0,1.7,0,6.024,1.7,0,-9999,69.677,69.677,2,0,0.401,0,0,0.467,2.112,0.467,0,110.831,0.16,85.733,96.179,319.324,12.131,10.194,362.942,387.23,0,11.135,0,34.356,0,-0.521,0,38.6429,1,47.3014,39.3404,57.2036,22.6341,2,94,26.2231,-6.57911,1,-8.05325,-9.73913,-6.69785,34.4377,2,133,34.5114,483,1,0,0.402194,1.11163,1,1,1.42222,1.2679,2,2,28,18,1.65498,1.39334,1.11163,1.11163,1,1,1.16022,1.2679,2,2,37,26,1.43609,1.39334,0.942939,1.00187,0.825,0.825,0.138092,0.124103,0.149005,0.225375,0.225375,0.7965,1.11163,1.918,2.51067,0.225375,0.225375,0.225375,1.08459,1.11163,1.38094,2.51067,1,1,1,1,1,3,2,1,1,1,1,1,1,2,5.22635,5.08957,5.11566,0.0668079,4.56206,4.74923,4.80556,5.00019,5.26106,5.78716,5.91649,4.81558,4.84092,5.00225,0.0706913,4.331,4.60907,4.67328,4.83661,5.22127,5.39027,5.85836,3.78333,3.97794,4.1138,0.0981012,2.63952,3.54429,3.88856,4.24063,4.47742,4.5323,4.77425,4.43815,3.72929,4.04395,0.099921,2.46876,3.52133,3.88603,4.23215,4.47257,4.52705,4.59784,3.28697,3.45203,3.72544,0.119931,2.33484,3.20742,3.35524,3.49834,4.61634,4.64716,4.88214,3.33764,3.9341,3.64191,0.110726,2.42941,2.94455,3.2887,3.40554,4.07785,4.56206,4.80333,4.83016,3.96713,4.16035,0.0884379,2.95349,3.50119,3.84438,4.29933,4.49871,4.76933,4.94021,4.14707,4.62479,4.17185,0.101188,2.99659,3.61639,3.92826,4.27561,4.5088,4.83016,4.98053,-9999,-9999
201008051630,201008051700,9.534,0,11.904,9.534,0,609.929,122.665,0,274.933,122.665,0,324.093,0,305.935,324.093,0,339.556,0,315.902,339.556,0,1.71,0,5.87,1.71,0,-9999,69.675,69.675,2,0.254,0,0.254,0,0.696,1.91,0.696,0,248.948,0.13,85.723,75.805,274.997,10.815,8.764,362.189,388.116,0,11.195,0,34.41,0,2.608,0,37.0478,1,45.3489,37.7165,54.8423,22.8159,2,103,26.11,-20.4094,1,-24.9825,-30.2123,-20.7778,36.4187,2,122,37.0842,483,1,0,1.37327,1.48416,1,1,1.13477,1.08442,2,2,48,19,1.24359,1.12976,1.66327,1.66327,1,1,1.0936,1.09422,2,2,43,28,1.20614,1.13917,1.45278,1.45043,0.825,0.825,0.112483,0.0873554,0.7965,0.900549,0.989232,1.08459,1.66327,1.918,2.51067,0.85091,1.02959,1.06891,1.37327,1.66327,1.66327,2.51067,1,1,1,1,1,3,2,3,1,1,1,1,1,2,5.22432,5.08789,5.11739,0.0670435,4.56421,4.75184,4.80366,4.99881,5.25863,5.79523,5.92423,4.81788,4.84345,5.00399,0.0708133,4.33426,4.61165,4.67612,4.83879,5.21947,5.39446,5.86612,3.22989,3.42462,3.66696,0.090837,2.64271,3.33314,3.43178,3.6113,3.76189,4.30808,4.77601,3.46552,3.18018,3.52682,0.0894851,1.76773,3.20959,3.43178,3.60454,3.72607,3.75792,4.30987,3.31124,3.47023,3.74335,0.119922,2.33874,3.2246,3.37725,3.51987,4.62273,4.66626,4.89983,3.36438,3.95685,3.66126,0.110462,2.44193,2.97322,3.31295,3.42828,4.09142,4.58502,4.81624,4.36393,3.555,3.73226,0.0822763,2.60935,3.12226,3.41437,3.85345,4.05477,4.30225,4.47549,3.7138,4.17263,3.74439,0.0930013,2.6633,3.19198,3.52859,3.81882,4.06574,4.36255,4.51421,-9999,-9999
